trip_id;trip_start_utc;driver_id;vehicle_id;pickup_zone;dropoff_zone;distance_km;duration_min;fare_amount;payment;platform;surge_multiplier
T33002420;2026-03-17T15:29:00+03:00;DR-9420;VH-038;Suburbs;North;12.24;48.1;30.94;cash;RideGo;1.0
T33002421;2026-06-07T16:42:00+03:00;DR-1062;VH-030;West;Airport;9.04;26.6;25.49;cash;CityHail;1.2
T33002422;2026-06-25T13:37:00+03:00;DR-1027;VH-022;Suburbs;Centre;1.88;10.0;10.03;card;Direct;1.2
T33002423;2026-04-22T04:50:00+03:00;DR-1045;VH-003;Airport;Centre;7.75;21.0;18.19;wallet;RideGo;1.0
T33002424;2026-02-07T01:31:00+03:00;DR-1030;VH-037;Airport;Suburbs;3.51;14.6;11.52;cash;CityHail;1.0
T33002425;2026-05-28T18:06:00+03:00;DR-1021;VH-018;North;West;2.14;8.2;9.79;wallet;RideGo;1.2
T33002426;2026-04-27T02:21:00+03:00;DR-1029;VH-002;Centre;North;7.53;33.8;21.52;CASH;RideGo;1.0
T33002427;2026-03-13T19:22:00+03:00;DR-1068;VH-039;Suburbs;Airport;6.56;23.3;26.2;wallet;CityHail;1.5
T33002428;2026-01-17T04:59:00+03:00;DR-1022;VH-021;Suburbs;Centre;3.56;19.3;19.35;cash;CityHail;1.5
T33002429;2026-01-03T05:13:00+03:00;DR-1019;VH-021;West;Port;5.03;23.2;28.22;card;Direct;1.8
T33002430;2026-06-25T01:02:00+03:00;DR-1065;VH-032;Airport;West;2.88;14.9;10.88;CASH;RideGo;1.0
T33002431;2026-02-25T19:23:00+03:00;DR-1008;VH-015;Airport;East;9.22;35.0;23.8;cash;Direct;1.0
T33002432;2026-06-18T00:58:00+03:00;DR-1065;VH-017;West;Centre;6.89;28.4;23.14;CASH;RideGo;1.2
T33002433;2026-03-04T03:15:00+03:00;DR-1029;VH-025;Airport;East;8.28;38.6;42.71;cash;RideGo;1.8
T33002434;2026-02-23T16:03:00+03:00;DR-9434;VH-023;Port;North;4.55;18.7;24.97;card;RideGo;1.8
T33002435;2026-02-07T03:31:00+03:00;DR-1030;VH-036;Suburbs;Centre;8.83;31.1;33.39;cash;RideGo;1.5
T33002436;2026-05-16T11:30:00+03:00;DR-1049;VH-013;East;North;7.88;32.7;38.92;cash;RideGo;1.8
T33002437;2026-03-25T06:13:00+03:00;DR-1066;VH-005;East;Centre;15.44;58.8;67.72;wallet;RideGo;1.8
T33002438;2026-06-06T18:40:00+03:00;DR-1057;VH-001;Suburbs;Centre;0.99;5.4;10.89;CASH;Direct;1.8
T33002439;2026-06-12T09:11:00+03:00;DR-1065;VH-021;Centre;Port;7.12;21.8;17.69;card;Direct;1.0
T33002440;2026-01-25T12:22:00+03:00;DR-1052;VH-012;North;Port;7.38;36.1;33.0;CASH;RideGo;1.5
T33002441;2026-06-13T11:50:00+03:00;DR-1043;VH-006;Airport;North;5.37;27.3;17.22;wallet;RideGo;1.0
T33002442;2026-06-14T01:45:00+03:00;DR-1017;VH-003;Centre;Suburbs;6.29;22.9;30.69;cash;CityHail;1.8
T33002443;2026-01-02T23:03:00+03:00;DR-1047;VH-011;East;Port;6.88;30.6;29.82;wallet;Direct;1.5
T33002444;2026-01-14T23:59:00+03:00;DR-1013;VH-013;East;Centre;1.32;8.6;11.0;CASH;CityHail;1.5
T33002445;2026-01-15T00:52:00+03:00;DR-1063;VH-030;Centre;North;1.77;8.9;11.9;Card;CityHail;1.5
T33002446;2026-04-19T06:46:00+03:00;DR-1047;VH-002;Suburbs;Centre;10.04;48.3;28.47;card;CityHail;1.0
T33002447;2026-01-16T08:24:00+03:00;DR-1024;VH-038;North;Centre;6.19;28.6;18.53;CASH;RideGo;1.0
T33002448;2026-01-20T04:16:00+03:00;DR-1020;VH-016;Port;Centre;9.72;33.1;28.62;Card;CityHail;1.2
T33002449;2026-01-07T17:47:00+03:00;DR-1046;VH-010;Port;East;8.5;30.5;21.72;Card;Direct;1.0
T33002450;2026-03-18T06:17:00+03:00;DR-1061;VH-012;Airport;Suburbs;6.17;20.2;16.15;card;RideGo;1.0
T33002451;2026-05-27T05:26:00+03:00;DR-1027;VH-041;East;Port;6.06;30.6;18.94;CASH;Direct;1.0
T33002452;2026-03-19T10:51:00+03:00;DR-1037;VH-014;West;Port;3.25;14.6;11.23;CASH;CityHail;1.0
T33002453;2026-02-18T05:57:00+03:00;DR-1009;VH-018;Port;North;5.17;26.1;19.98;card;CityHail;1.2
T33002454;2026-06-07T07:36:00+03:00;DR-1007;VH-038;East;Suburbs;5.78;19.3;27.81;wallet;CityHail;1.8
T33002455;2026-05-27T07:07:00+03:00;DR-1004;VH-025;North;Airport;6.75;32.3;24.25;card;RideGo;1.2
T33002456;2026-02-02T21:15:00+03:00;DR-1012;VH-019;East;Port;10.94;42.9;27.99;wallet;Direct;1.0
T33002457;2026-06-01T21:44:00+03:00;DR-1053;VH-029;East;Airport;3.9;16.1;22.3;cash;Direct;1.8
T33002458;2026-03-31T10:15:00+03:00;DR-1005;VH-034;East;Centre;3.1;11.9;12.36;CASH;Direct;1.2
T33002459;2026-05-25T15:57:00+03:00;DR-1059;VH-036;Port;East;1.71;7.4;11.16;wallet;CityHail;1.5
T33002460;2026-01-09T21:52:00+03:00;DR-1035;VH-027;West;Airport;2.37;15.0;10.33;Card;CityHail;1.0
T33002461;2026-01-20T06:19:00+03:00;DR-1023;VH-015;Centre;East;2.01;12.3;13.74;CASH;RideGo;1.5
T33002462;2026-05-25T21:35:00+03:00;DR-1065;VH-040;Airport;Suburbs;1.99;11.9;16.24;wallet;RideGo;1.8
T33002463;2026-03-19T14:02:00+03:00;DR-1017;VH-027;Centre;Port;3.81;15.2;14.45;CASH;CityHail;1.2
T33002464;2026-03-07T09:04:00+03:00;DR-1024;VH-011;East;Port;4.38;22.4;14.71;Card;RideGo;1.0
T33002465;2026-05-03T10:35:00+03:00;DR-1043;VH-022;Suburbs;East;8.46;26.0;30.62;cash;RideGo;1.5
T33002466;2026-03-26T23:32:00+03:00;DR-1046;VH-041;North;Port;4.48;15.2;12.81;cash;CityHail;1.0
T33002467;2026-04-15T14:47:00+03:00;DR-1007;VH-024;East;North;2.17;11.2;16.25;cash;RideGo;1.8
T33002468;2026-04-03T17:35:00+03:00;DR-1049;VH-004;North;East;5.71;26.8;17.47;cash;CityHail;1.0
T33002469;2026-03-20T02:47:00+03:00;DR-1056;VH-017;East;West;6.27;25.4;31.9;Card;CityHail;1.8
T33002470;2026-05-19T11:34:00+03:00;DR-1066;VH-011;North;North;3.13;14.9;11.17;Card;Direct;1.0
T33002471;2026-02-23T00:20:00+03:00;DR-1051;VH-038;Centre;Airport;12.05;34.3;40.29;wallet;RideGo;1.5
T33002472;2026-03-25T18:45:00+03:00;DR-1013;VH-041;Suburbs;Suburbs;4.18;23.8;26.77;Card;CityHail;1.8
T33002473;2026-05-19T10:36:00+03:00;DR-1049;VH-015;Centre;East;7.05;35.1;38.41;CASH;Direct;1.8
T33002474;2026-06-01T08:23:00+03:00;DR-1032;VH-010;East;East;4.48;23.4;18.12;card;Direct;1.2
T33002475;2026-02-26T10:14:00+03:00;DR-1024;VH-025;North;Port;5.21;22.8;23.67;wallet;CityHail;1.5
T33002476;2026-02-01T08:51:00+03:00;DR-1016;VH-006;Suburbs;Port;5.66;30.3;33.1;wallet;RideGo;1.8
T33002477;2026-02-19T05:22:00+03:00;DR-1042;VH-028;Airport;West;6.46;32.7;35.96;CASH;Direct;1.8
T33002478;2026-04-18T09:22:00+03:00;DR-1032;VH-008;East;Port;1.71;10.0;8.17;CASH;CityHail;1.0
T33002479;2026-03-25T12:27:00+03:00;DR-1030;VH-029;Centre;East;7.47;33.9;21.48;CASH;CityHail;1.0
T33002480;2026-01-21T10:07:00+03:00;DR-1010;VH-012;East;West;7.68;35.6;22.2;wallet;CityHail;1.0
T33002481;2026-02-22T11:35:00+03:00;DR-1062;VH-042;Suburbs;Centre;3.69;15.0;11.84;Card;RideGo;1.0
T33002482;2026-02-17T21:01:00+03:00;DR-1048;VH-030;Airport;Suburbs;2.42;13.0;9.82;CASH;CityHail;1.0
T33002483;2026-05-01T22:42:00+03:00;DR-1041;VH-003;North;North;5.26;24.5;29.36;card;Direct;1.8
T33002484;2026-06-19T04:52:00+03:00;DR-1064;VH-013;Airport;North;3.08;18.0;11.98;CASH;CityHail;1.0
T33002485;2026-01-19T20:58:00+03:00;DR-1066;VH-030;Airport;North;2.8;16.4;11.21;cash;CityHail;1.0
T33002486;2026-04-21T09:50:00+03:00;DR-1014;VH-026;West;Centre;9.64;39.6;25.57;Card;RideGo;1.0
T33002487;2026-04-09T05:10:00+03:00;DR-1005;VH-028;Suburbs;Port;6.65;24.9;27.03;cash;CityHail;1.5
T33002488;2026-03-25T21:01:00+03:00;DR-1057;VH-041;North;Suburbs;5.94;18.3;27.65;Card;Direct;1.8
T33002489;2026-03-24T08:34:00+03:00;DR-1061;VH-038;Port;Port;0.99;8.3;6.86;wallet;CityHail;1.0
T33002490;2026-02-08T17:25:00+03:00;DR-1034;VH-012;North;Airport;13.79;64.0;66.92;card;CityHail;1.8
T33002491;2026-01-17T12:48:00+03:00;DR-1053;VH-036;North;North;5.32;16.7;14.19;card;Direct;1.0
T33002492;2026-06-30T03:54:00+03:00;DR-1037;VH-033;Centre;West;12.76;51.1;32.38;wallet;CityHail;1.0
T33002493;2026-03-17T14:21:00+03:00;DR-1016;VH-031;West;West;4.39;13.1;14.54;CASH;CityHail;1.2
T33002494;2026-06-21T01:00:00+03:00;DR-1059;VH-032;Port;Suburbs;1.44;4.8;6.4;cash;RideGo;1.0
T33002495;2026-04-22T16:52:00+03:00;DR-1003;VH-005;Suburbs;Centre;8.43;32.2;22.11;card;Direct;1.0
T33002496;2026-06-27T20:51:00+03:00;DR-1057;VH-012;West;West;17.54;44.4;64.8;cash;RideGo;1.8
T33002497;2026-03-26T07:15:00+03:00;DR-1065;VH-032;Suburbs;West;2.0;8.1;7.97;Card;CityHail;1.0
T33002498;2026-02-09T10:33:00+03:00;DR-1057;VH-042;Airport;East;2.03;10.0;15.35;Card;CityHail;1.8
T33002499;2026-05-03T08:09:00+03:00;DR-1043;VH-010;East;North;3.96;21.3;13.92;card;CityHail;1.0
T33002500;2026-06-04T01:37:00+03:00;DR-1038;VH-012;Centre;Centre;2.77;14.1;10.53;cash;Direct;1.0
T33002501;2026-02-21T20:03:00+03:00;DR-1010;VH-011;Airport;Suburbs;7.59;22.2;18.34;CASH;RideGo;1.0
T33002502;2026-04-09T11:10:00+03:00;DR-1054;VH-009;Suburbs;Centre;2.72;14.2;10.5;wallet;CityHail;1.0
T33002503;2026-01-06T00:15:00+03:00;DR-1062;VH-012;Airport;Centre;11.59;45.9;29.58;CASH;RideGo;1.0
T33002504;2026-02-27T05:53:00+03:00;DR-1021;VH-002;West;Port;7.25;19.9;17.31;Card;CityHail;1.0
T33002505;2026-06-29T12:35:00+03:00;DR-1015;VH-014;Port;East;5.57;26.8;31.16;Card;CityHail;1.8
T33002506;2026-03-25T08:53:00+03:00;DR-1015;VH-021;West;Centre;5.18;26.6;16.8;wallet;RideGo;1.0
T33002507;2026-01-21T19:53:00+03:00;DR-1060;VH-034;Suburbs;East;4.12;19.0;13.46;wallet;CityHail;1.0
T33002508;2026-05-29T03:37:00+03:00;DR-1044;VH-013;Suburbs;East;4.83;22.6;22.92;card;RideGo;1.5
T33002509;2026-03-27T08:39:00+03:00;DR-9509;VH-027;Centre;Port;2.07;13.4;17.15;card;RideGo;1.8
T33002510;2026-02-06T04:09:00+03:00;DR-1016;VH-037;Port;West;3.78;14.0;11.67;wallet;RideGo;1.0
T33002511;2026-04-22T16:18:00+03:00;DR-1029;VH-010;East;East;4.38;17.1;13.23;wallet;CityHail;1.0
T33002512;2026-01-23T21:29:00+03:00;DR-1060;VH-014;East;East;5.78;17.0;14.81;card;CityHail;1.0
T33002513;2026-06-06T15:41:00+03:00;DR-1017;VH-039;Suburbs;Airport;5.24;24.8;29.47;cash;CityHail;1.8
T33002514;2026-01-14T15:51:00+03:00;DR-1013;VH-024;Port;Airport;6.56;25.5;18.08;cash;Direct;1.0
T33002515;2026-02-15T04:55:00+03:00;DR-1017;VH-019;Suburbs;North;2.54;12.5;9.82;CASH;CityHail;1.0
T33002516;2026-01-06T16:22:00+03:00;DR-1019;VH-001;Airport;West;10.62;41.9;49.21;CASH;RideGo;1.8
T33002517;2026-06-03T18:25:00+03:00;DR-1068;VH-040;East;Suburbs;4.81;22.6;15.26;card;CityHail;1.0
T33002518;2026-03-12T02:01:00+03:00;DR-1037;VH-038;North;North;5.74;20.3;18.82;wallet;RideGo;1.2
T33002519;2026-01-21T12:53:00+03:00;DR-1056;VH-012;East;Centre;7.08;29.6;19.83;Card;RideGo;1.0
T33002520;2026-03-03T06:25:00+03:00;DR-1023;VH-006;Airport;Centre;4.74;17.1;24.55;Card;RideGo;1.8
T33002521;2026-06-02T18:18:00+03:00;DR-1032;VH-009;North;Centre;3.74;14.7;21.28;wallet;Direct;1.8
T33002522;2026-01-16T00:07:00+03:00;DR-1019;VH-011;Suburbs;West;3.9;16.7;12.56;card;Direct;1.0
T33002523;2026-03-07T14:15:00+03:00;DR-1040;VH-001;Suburbs;Port;0.95;6.0;9.25;card;Direct;1.5
T33002524;2026-02-13T13:18:00+03:00;DR-1037;VH-020;North;Suburbs;6.11;21.8;16.53;card;RideGo;1.0
T33002525;2026-04-10T21:05:00+03:00;DR-1037;VH-027;West;Airport;5.65;18.2;26.98;card;RideGo;1.8
T33002526;2026-05-02T13:44:00+03:00;DR-1049;VH-039;West;Suburbs;7.84;34.1;21.96;card;Direct;1.0
T33002527;2026-06-23T01:52:00+03:00;DR-1030;VH-028;West;Suburbs;1.27;8.4;12.98;wallet;CityHail;1.8
T33002528;2026-01-15T20:33:00+03:00;DR-1023;VH-025;Centre;North;7.0;32.0;20.41;CASH;Direct;1.0
T33002529;2026-02-10T19:04:00+03:00;DR-1031;VH-016;Airport;Port;22.71;85.7;96.32;wallet;RideGo;1.8
T33002530;2026-04-10T06:06:00+03:00;DR-1026;VH-029;East;Centre;5.55;22.1;15.97;card;RideGo;1.0
T33002531;2026-06-13T12:15:00+03:00;DR-1060;VH-022;Centre;West;4.6;21.3;14.65;card;CityHail;1.0
T33002532;2026-04-15T08:09:00+03:00;DR-1025;VH-015;North;West;4.77;17.4;13.76;Card;CityHail;1.0
T33002533;2026-01-07T03:09:00+03:00;DR-1003;VH-003;North;East;3.27;17.6;21.76;CASH;CityHail;1.8
T33002534;2026-06-20T18:23:00+03:00;DR-1030;VH-039;Port;Port;11.34;55.1;38.24;cash;RideGo;1.2
T33002535;2026-04-27T13:38:00+03:00;DR-1052;VH-002;Suburbs;North;2.13;11.1;8.96;cash;CityHail;1.0
T33002536;2026-01-03T03:44:00+03:00;DR-1032;VH-021;East;North;5.13;14.6;20.08;CASH;CityHail;1.5
T33002537;2026-06-13T16:22:00+03:00;DR-1027;VH-021;Centre;Airport;6.4;29.3;18.96;Card;RideGo;1.0
T33002538;2026-02-18T02:20:00+03:00;DR-1044;VH-035;Centre;West;10.5;44.7;27.99;cash;RideGo;1.0
T33002539;2026-06-28T07:25:00+03:00;DR-1065;VH-040;Centre;Suburbs;3.65;18.9;12.89;cash;Direct;1.0
T33002540;2026-01-08T04:22:00+03:00;DR-1056;VH-010;Suburbs;Airport;9.27;38.7;24.9;wallet;CityHail;1.0
T33002541;2026-01-03T02:21:00+03:00;DR-1017;VH-035;East;East;8.25;29.0;37.82;cash;RideGo;1.8
T33002542;2026-06-01T00:33:00+03:00;DR-1030;VH-019;East;Airport;4.02;17.5;12.92;wallet;RideGo;1.0
T33002543;2026-02-10T15:38:00+03:00;DR-1015;VH-042;North;West;6.96;28.6;34.94;card;CityHail;1.8
T33002544;2026-05-17T08:49:00+03:00;DR-1015;VH-038;North;Suburbs;5.02;17.7;14.13;wallet;RideGo;1.0
T33002545;2026-01-18T17:18:00+03:00;DR-1026;VH-001;North;Suburbs;2.32;13.0;14.57;wallet;CityHail;1.5
T33002546;2026-01-07T09:39:00+03:00;DR-1049;VH-020;Suburbs;Suburbs;2.99;16.7;11.51;Card;Direct;1.0
T33002547;2026-03-10T00:20:00+03:00;DR-1004;VH-024;North;Airport;11.25;39.6;49.37;wallet;RideGo;1.8
T33002548;2026-05-10T16:10:00+03:00;DR-1055;VH-010;West;East;3.89;21.2;16.57;Card;RideGo;1.2
T33002549;2026-05-12T08:00:00+03:00;DR-1065;VH-030;East;Suburbs;6.75;25.7;18.36;Card;Direct;1.0
T33002550;2026-03-09T18:58:00+03:00;DR-1028;VH-018;Port;Centre;6.58;24.9;17.94;card;RideGo;1.0
T33002551;2026-04-17T00:40:00+03:00;DR-1047;VH-009;Centre;Port;2.43;13.3;9.92;CASH;RideGo;1.0
T33002552;2026-04-26T06:53:00+03:00;DR-1045;VH-007;East;Suburbs;3.94;21.7;25.22;card;Direct;1.8
T33002553;2026-06-01T05:11:00+03:00;DR-1010;VH-023;East;North;13.15;44.2;37.08;CASH;RideGo;1.2
T33002554;2026-03-27T07:20:00+03:00;DR-1061;VH-009;Suburbs;West;9.28;31.7;22.95;wallet;RideGo;1.0
T33002555;2026-01-16T20:30:00+03:00;DR-1004;VH-021;West;East;4.11;19.7;16.37;wallet;RideGo;1.2
T33002556;2026-02-20T12:10:00+03:00;DR-1062;VH-019;North;Suburbs;5.34;20.9;18.47;Card;CityHail;1.2
T33002557;2026-03-04T23:07:00+03:00;DR-1019;VH-041;North;Port;1.39;9.6;11.54;CASH;CityHail;1.5
T33002558;2026-06-07T23:36:00+03:00;DR-1061;VH-022;North;East;1.81;9.5;12.21;cash;CityHail;1.5
T33002559;2026-05-30T19:23:00+03:00;DR-1022;VH-001;Airport;Airport;2.57;9.4;8.99;wallet;RideGo;1.0
T33002560;2026-06-25T14:55:00+03:00;DR-1018;VH-038;Suburbs;West;9.71;29.2;22.74;Card;Direct;1.0
T33002561;2026-03-01T18:15:00+03:00;DR-1046;VH-037;West;Centre;7.6;32.7;21.3;wallet;Direct;1.0
T33002562;2026-05-02T20:07:00+03:00;DR-1057;VH-041;East;Port;8.01;27.4;36.5;Card;Direct;1.8
T33002563;2026-06-12T16:48:00+03:00;DR-1028;VH-016;Airport;West;3.8;18.1;12.84;CASH;CityHail;1.0
T33002564;2026-03-25T06:47:00+03:00;DR-1055;VH-030;Suburbs;Airport;7.22;31.5;20.52;Card;RideGo;1.0
T33002565;2026-04-16T11:36:00+03:00;DR-1013;VH-036;Centre;West;3.55;16.8;12.19;CASH;Direct;1.0
T33002566;2026-02-16T04:45:00+03:00;DR-1059;VH-017;East;Airport;1.45;9.4;7.7;wallet;CityHail;1.0
T33002567;2026-02-14T23:39:00+03:00;DR-1023;VH-018;Airport;North;5.77;24.6;30.46;Card;CityHail;1.8
T33002568;2026-04-05T02:54:00+03:00;DR-1058;VH-023;Suburbs;North;12.51;47.9;31.2;Card;RideGo;1.0
T33002569;2026-03-13T20:43:00+03:00;DR-1051;VH-016;Suburbs;Port;2.88;15.9;20.09;wallet;Direct;1.8
T33002570;2026-06-06T01:32:00+03:00;DR-1025;VH-001;Airport;West;14.49;44.7;32.58;wallet;RideGo;1.0
T33002571;2026-05-21T21:05:00+03:00;DR-1039;VH-006;Port;-;4.92;14.1;13.01;wallet;RideGo;1.0
T33002572;2026-06-10T19:54:00+03:00;DR-1051;VH-038;Centre;East;2.84;8.9;9.16;wallet;RideGo;1.0
T33002573;2026-05-13T12:26:00+03:00;DR-1043;VH-029;Suburbs;North;12.45;49.5;31.58;cash;RideGo;1.0
T33002574;2026-06-11T04:55:00+03:00;DR-1064;VH-040;West;East;3.61;16.6;12.2;Card;CityHail;1.0
T33002575;2026-02-28T18:08:00+03:00;DR-1065;VH-004;Centre;East;14.05;60.3;36.44;card;Direct;1.0
T33002576;2026-03-13T07:15:00+03:00;DR-1015;VH-007;North;Port;3.28;17.0;17.9;card;Direct;1.5
T33002577;2026-03-13T10:21:00+03:00;DR-1017;VH-003;Airport;Port;3.18;16.4;17.48;Card;CityHail;1.5
T33002578;2026-01-27T05:01:00+03:00;DR-1028;VH-034;Port;Port;15.38;65.9;47.45;card;RideGo;1.2
T33002579;2026-01-21T13:11:00+03:00;DR-1015;VH-023;East;East;2.0;10.8;15.7;wallet;CityHail;1.8
T33002580;2026-06-26T20:01:00+03:00;DR-1056;VH-040;Port;Centre;11.26;40.9;41.7;CASH;CityHail;1.5
T33002581;2026-02-24T13:31:00+03:00;DR-1036;VH-032;Port;Suburbs;5.93;27.5;26.88;Card;Direct;1.5
T33002582;2026-03-06T22:59:00+03:00;DR-1020;VH-035;Centre;North;3.37;15.6;11.64;wallet;RideGo;1.0
T33002583;2026-04-28T00:12:00+03:00;DR-1033;VH-008;Port;Suburbs;6.39;25.8;17.97;card;RideGo;1.0
T33002584;2026-05-21T14:43:00+03:00;DR-1020;VH-011;Port;Suburbs;3.49;11.6;15.99;card;RideGo;1.5
T33002585;2026-06-18T04:11:00+03:00;DR-1009;VH-011;West;East;6.4;33.0;36.0;cash;RideGo;1.8
T33002586;2026-01-08T08:37:00+03:00;DR-1048;VH-025;North;Airport;11.19;32.5;25.37;Card;RideGo;1.0
T33002587;2026-05-31T01:01:00+03:00;DR-1066;VH-039;Centre;Airport;14.75;62.8;37.95;CASH;RideGo;1.0
T33002588;2026-02-04T07:58:00+03:00;DR-1008;VH-021;West;Port;7.18;28.4;19.61;cash;Direct;1.0
T33002589;2026-04-02T06:36:00+03:00;DR-1056;VH-008;Suburbs;West;17.28;69.0;76.66;CASH;RideGo;1.8
T33002590;2026-06-11T14:46:00+03:00;DR-1031;VH-014;East;Suburbs;5.72;27.1;31.63;card;RideGo;1.8
T33002591;2026-03-14T22:50:00+03:00;DR-1002;VH-012;West;West;2.54;14.5;18.68;Card;CityHail;1.8
T33002592;2026-03-02T08:24:00+03:00;DR-1005;VH-011;Centre;Centre;6.59;23.5;21.07;cash;Direct;1.2
T33002593;2026-01-21T19:55:00+03:00;DR-1033;VH-004;West;West;3.67;10.3;10.5;CASH;Direct;1.0
T33002594;2026-05-31T13:11:00+03:00;DR-1004;VH-020;West;East;1.4;8.6;7.42;cash;CityHail;1.0
T33002595;2026-06-04T00:22:00+03:00;DR-1039;VH-039;North;Airport;3.99;14.0;11.91;cash;RideGo;1.0
T33002596;2026-02-02T14:56:00+03:00;DR-1024;VH-014;Suburbs;West;6.88;33.1;20.58;cash;RideGo;1.0
T33002597;2026-03-06T00:11:00+03:00;DR-1068;VH-036;Centre;Port;1.78;8.1;7.72;card;Direct;1.0
T33002598;2026-04-04T22:43:00+03:00;DR-1003;VH-032;Centre;Suburbs;1.39;9.3;13.68;card;CityHail;1.8
T33002599;2026-06-14T00:55:00+03:00;DR-1063;VH-009;Port;Centre;4.04;18.7;23.9;wallet;RideGo;1.8
T33002600;2026-04-27T09:59:00+03:00;DR-1023;VH-028;Airport;East;1.94;12.6;9.16;card;CityHail;1.0
T33002601;2026-02-09T11:45:00+03:00;DR-1029;VH-034;Airport;Suburbs;6.78;33.0;24.53;Card;RideGo;1.2
T33002602;2026-03-02T22:51:00+03:00;DR-1042;VH-041;Airport;Centre;1.25;8.0;10.62;cash;Direct;1.5
T33002603;2026-03-14T22:25:00+03:00;DR-1030;VH-037;Centre;West;21.25;100.8;84.09;card;RideGo;1.5
T33002604;2026-06-16T01:57:00+03:00;DR-1055;VH-027;North;North;6.41;26.1;21.7;CASH;Direct;1.2
T33002605;2026-03-31T22:51:00+03:00;DR-1061;VH-025;West;West;2.84;13.0;12.37;wallet;CityHail;1.2
T33002606;2026-03-31T16:54:00+03:00;DR-1059;VH-011;East;Port;5.0;15.3;20.14;Card;CityHail;1.5
T33002607;2026-05-01T01:48:00+03:00;DR-1058;VH-036;Centre;Suburbs;8.36;35.4;34.39;card;CityHail;1.5
T33002608;2026-02-28T05:45:00+03:00;DR-1064;VH-015;Suburbs;West;3.73;17.4;22.61;wallet;Direct;1.8
T33002609;2026-02-28T08:22:00+03:00;DR-1068;VH-037;Suburbs;West;4.66;19.0;16.9;cash;RideGo;1.2
T33002610;2026-03-05T03:02:00+03:00;DR-1047;VH-013;Port;Centre;6.15;22.0;16.63;CASH;RideGo;1.0
T33002611;2026-06-26T00:53:00+03:00;DR-1008;VH-039;North;Suburbs;11.4;30.4;25.02;card;RideGo;1.0
T33002612;2026-05-04T13:30:00+03:00;DR-1045;VH-019;West;Airport;7.73;33.8;21.75;cash;RideGo;1.0
T33002613;2026-04-21T02:15:00+03:00;DR-1008;VH-033;Centre;Centre;1.1;8.4;7.02;card;RideGo;1.0
T33002614;2026-02-07T18:02:00+03:00;DR-1028;VH-020;Centre;Suburbs;2.96;16.7;13.78;Card;RideGo;1.2
T33002615;2026-04-25T15:01:00+03:00;DR-1053;VH-038;Centre;Centre;10.33;49.2;34.87;CASH;Direct;1.2
T33002616;2026-06-25T23:38:00+03:00;DR-1056;VH-023;Centre;Port;4.04;17.3;12.89;wallet;Direct;1.0
T33002617;2026-02-03T15:39:00+03:00;DR-1027;VH-022;Centre;Port;4.28;17.2;13.14;cash;CityHail;1.0
T33002618;2026-04-24T02:40:00+03:00;DR-1025;VH-022;Centre;Airport;5.5;24.2;16.5;Card;CityHail;1.0
T33002619;2026-01-19T14:54:00+03:00;DR-1014;VH-042;Centre;West;13.5;43.9;37.46;cash;RideGo;1.2
T33002620;2026-02-28T22:48:00+03:00;DR-1001;VH-027;Port;North;4.84;14.7;23.54;wallet;RideGo;1.8
T33002621;2026-05-02T17:59:00+03:00;DR-1040;VH-041;North;Port;5.85;18.8;15.39;card;CityHail;1.0
T33002622;2026-06-19T03:48:00+03:00;DR-1030;VH-028;East;North;13.61;36.1;52.49;card;CityHail;1.8
T33002623;2026-04-12T06:50:00+03:00;DR-1020;VH-018;North;East;6.13;28.4;18.4;wallet;Direct;1.0
T33002624;2026-02-15T09:27:00+03:00;DR-1059;VH-032;North;Suburbs;5.38;20.1;18.26;CASH;RideGo;1.2
T33002625;2026-06-17T20:02:00+03:00;DR-1031;VH-002;North;East;11.35;39.3;27.46;cash;RideGo;1.0
T33002626;2026-05-23T18:39:00+03:00;DR-1021;VH-017;West;Centre;5.56;25.6;16.96;card;RideGo;1.0
T33002627;2026-01-28T11:27:00+03:00;DR-1054;VH-013;Port;Suburbs;6.67;29.4;19.3;CASH;CityHail;1.0
T33002628;2026-01-16T19:39:00+03:00;DR-1038;VH-037;Centre;East;2.03;7.0;7.69;card;Direct;1.0
T33002629;2026-02-04T01:44:00+03:00;DR-1055;VH-002;Suburbs;Suburbs;9.06;32.0;34.17;card;RideGo;1.5
T33002630;2026-01-18T09:17:00+03:00;DR-1066;VH-016;Suburbs;West;7.98;34.5;22.24;CASH;CityHail;1.0
T33002631;2026-06-29T02:38:00+03:00;DR-1058;VH-006;North;-;3.58;20.2;13.17;cash;CityHail;1.0
T33002632;2026-04-21T14:28:00+03:00;DR-1006;VH-034;Centre;Airport;13.01;47.3;31.61;Card;CityHail;1.0
T33002633;2026-02-11T01:51:00+03:00;DR-1056;VH-015;North;Centre;2.33;12.2;9.5;CASH;CityHail;1.0
T33002634;2026-04-02T15:50:00+03:00;DR-1029;VH-041;West;West;3.52;18.6;12.66;card;CityHail;1.0
T33002635;2026-06-25T03:50:00+03:00;DR-1065;VH-041;North;East;8.75;29.9;32.74;CASH;Direct;1.5
T33002636;2026-06-30T01:48:00+03:00;DR-1044;VH-014;North;West;6.25;27.6;32.98;Card;RideGo;1.8
T33002637;2026-01-10T06:35:00+03:00;DR-1048;VH-035;East;East;3.38;17.8;18.4;card;RideGo;1.5
T33002638;2026-03-18T08:23:00+03:00;DR-1062;VH-005;Port;North;3.21;12.9;12.84;cash;RideGo;1.2
